

-150.0 -150.0 -9.66890093117042e-07 NaN NaN
-150.0 -149.0 -9.70183841562342e-07 NaN NaN
-150.0 -148.0 -9.734897579784557e-07 NaN NaN
-150.0 -147.0 -9.76807753955481e-07 NaN NaN
-150.0 -146.0 -9.80137736385154e-07 NaN NaN
-150.0 -145.0 -9.83479607343281e-07 NaN NaN
-150.0 -144.0 -9.868332639703009e-07 NaN NaN
-150.0 -143.0 -9.901985983499803e-07 NaN NaN
-150.0 -142.0 -9.93575497386269e-07 NaN NaN
-150.0 -141.0 -9.969638426783324e-07 NaN NaN
-150.0 -140.0 -1.0003635103937807e-06 NaN NaN
-150.0 -139.0 -1.0037743711401256e-06 NaN NaN
-150.0 -138.0 -1.007196289834496e-06 NaN NaN
-150.0 -137.0 -1.0106291255716441e-06 NaN NaN
-150.0 -136.0 -1.0140727314902824e-06 NaN NaN
-150.0 -135.0 -1.017526954637795e-06 NaN NaN
-150.0 -134.0 -1.020991635833373e-06 NaN NaN
-150.0 -133.0 -1.024466609529621e-06 NaN NaN
-150.0 -132.0 -1.0279517036727004e-06 NaN NaN
-150.0 -131.0 -1.031446739561065e-06 NaN NaN
-150.0 -130.0 -1.0349515317028615e-06 NaN NaN
-150.0 -129.0 -1.0384658876720706e-06 NaN NaN
-150.0 -128.0 -1.0419896079634636e-06 NaN NaN
-150.0 -127.0 -1.0455224858464666e-06 NaN NaN
-150.0 -126.0 -1.0490643072180219e-06 NaN NaN
-150.0 -125.0 -1.052614850454548e-06 NaN NaN
-150.0 -124.0 -1.0561738862631055e-06 NaN NaN
-150.0 -123.0 -1.0597411775318778e-06 NaN NaN
-150.0 -122.0 -1.0633164791801002e-06 NaN NaN
-150.0 -121.0 -1.06689953800755e-06 NaN NaN
-150.0 -120.0 -1.070490092543751e-06 NaN NaN
-150.0 -119.0 -1.074087872897029e-06 NaN NaN
-150.0 -118.0 -1.0776926006035744e-06 NaN NaN
-150.0 -117.0 -1.081303988476678e-06 NaN NaN
-150.0 -116.0 -1.0849217404563069e-06 NaN NaN
-150.0 -115.0 -1.088545551459211e-06 NaN NaN
-150.0 -114.0 -1.0921751072297409e-06 NaN NaN
-150.0 -113.0 -1.0958100841915869e-06 NaN NaN
-150.0 -112.0 -1.0994501493006462e-06 NaN NaN
-150.0 -111.0 -1.1030949598992408e-06 NaN NaN
-150.0 -110.0 -1.1067441635719204e-06 NaN NaN
-150.0 -109.0 -1.1103973980030869e-06 NaN NaN
-150.0 -108.0 -1.114054290836703e-06 NaN NaN
-150.0 -107.0 -1.1177144595383425e-06 NaN NaN
-150.0 -106.0 -1.121377511259862e-06 NaN NaN
-150.0 -105.0 -1.1250430427069787e-06 NaN NaN
-150.0 -104.0 -1.1287106400100572e-06 NaN NaN
-150.0 -103.0 -1.1323798785984112e-06 NaN NaN
-150.0 -102.0 -1.1360503230784428e-06 NaN NaN
-150.0 -101.0 -1.139721527115956e-06 NaN NaN
-150.0 -100.0 -1.143393033322985e-06 NaN NaN
-150.0 -99.0 -1.1470643731494967e-06 NaN NaN
-150.0 -98.0 -1.150735066780334e-06 NaN NaN
-150.0 -97.0 -1.154404623037781e-06 NaN NaN
-150.0 -96.0 -1.1580725392901352e-06 NaN NaN
-150.0 -95.0 -1.161738301366698e-06 NaN NaN
-150.0 -94.0 -1.1654013834795828e-06 NaN NaN
-150.0 -93.0 -1.1690612481527742e-06 NaN NaN
