

-150.0 -150.0 -9.596148121378023e-07 NaN NaN
-150.0 -149.0 -9.62786290725169e-07 NaN NaN
-150.0 -148.0 -9.659678880282792e-07 NaN NaN
-150.0 -147.0 -9.691594872237307e-07 NaN NaN
-150.0 -146.0 -9.723609667295063e-07 NaN NaN
-150.0 -145.0 -9.755722001057768e-07 NaN NaN
-150.0 -144.0 -9.787930559548193e-07 NaN NaN
-150.0 -143.0 -9.820233978200866e-07 NaN NaN
-150.0 -142.0 -9.852630840844797e-07 NaN NaN
-150.0 -141.0 -9.885119678678757e-07 NaN NaN
-150.0 -140.0 -9.917698969239595e-07 NaN NaN
-150.0 -139.0 -9.950367135364201e-07 NaN NaN
-150.0 -138.0 -9.983122544145733e-07 NaN NaN
-150.0 -137.0 -1.001596350588473e-06 NaN NaN
-150.0 -136.0 -1.004888827303581e-06 NaN NaN
-150.0 -135.0 -1.0081895039150682e-06 NaN NaN
-150.0 -134.0 -1.011498193781825e-06 NaN NaN
-150.0 -133.0 -1.0148147041602584e-06 NaN NaN
-150.0 -132.0 -1.0181388360979652e-06 NaN NaN
-150.0 -131.0 -1.021470384327368e-06 NaN NaN
-150.0 -130.0 -1.024809137159411e-06 NaN NaN
-150.0 -129.0 -1.0281548763774126e-06 NaN NaN
-150.0 -128.0 -1.0315073771311776e-06 NaN NaN
-150.0 -127.0 -1.0348664078314834e-06 NaN NaN
-150.0 -126.0 -1.0382317300450448e-06 NaN NaN
-150.0 -125.0 -1.041603098390085e-06 NaN NaN
-150.0 -124.0 -1.0449802604326326e-06 NaN NaN
-150.0 -123.0 -1.0483629565836693e-06 NaN NaN
-150.0 -122.0 -1.0517509199972743e-06 NaN NaN
-150.0 -121.0 -1.0551438764698934e-06 NaN NaN
-150.0 -120.0 -1.0585415443408849e-06 NaN NaN
-150.0 -119.0 -1.0619436343944912e-06 NaN NaN
-150.0 -118.0 -1.0653498497633942e-06 NaN NaN
-150.0 -117.0 -1.0687598858340125e-06 NaN NaN
-150.0 -116.0 -1.0721734301537118e-06 NaN NaN
-150.0 -115.0 -1.075590162340103e-06 NaN NaN
-150.0 -114.0 -1.0790097539926014e-06 NaN NaN
-150.0 -113.0 -1.0824318686064385e-06 NaN NaN
-150.0 -112.0 -1.0858561614893112e-06 NaN NaN
-150.0 -111.0 -1.0892822796808672e-06 NaN NaN
-150.0 -110.0 -1.0927098618752311e-06 NaN NaN
-150.0 -109.0 -1.0961385383467685e-06 NaN NaN
-150.0 -108.0 -1.0995679308793148e-06 NaN NaN
-150.0 -107.0 -1.102997652699073e-06 NaN NaN
-150.0 -106.0 -1.106427308411413e-06 NaN NaN
-150.0 -105.0 -1.1098564939417964e-06 NaN NaN
-150.0 -104.0 -1.113284796481061e-06 NaN NaN
-150.0 -103.0 -1.116711794435304e-06 NaN NaN
-150.0 -102.0 -1.1201370573806025e-06 NaN NaN
-150.0 -101.0 -1.1235601460228252e-06 NaN NaN
-150.0 -100.0 -1.1269806121627791e-06 NaN NaN
-150.0 -99.0 -1.1303979986669497e-06 NaN NaN
-150.0 -98.0 -1.133811839444094e-06 NaN NaN
-150.0 -97.0 -1.1372216594279456e-06 NaN NaN
